9.43104,28.9549,3.55094
9.46626,28.7549,3.83446
9.47901,28.5713,3.92802
9.48053,28.3952,3.92659
9.45962,28.2327,3.73519
9.50608,28.03,4.11373
9.5301,27.842,4.3023
9.55411,27.655,4.49088
9.55569,27.4806,4.48947
9.55729,27.3061,4.48807
9.52525,27.1472,4.20165
9.50446,26.9818,4.01023
9.46127,26.8245,3.62878
9.41812,26.6651,3.24733
9.36379,26.5076,2.77084
9.38177,23.6393,2.65274
9.43948,23.4625,3.12655
9.49718,23.2884,3.60037
9.51026,23.1128,3.69401
9.47875,22.9324,3.40744
9.49186,22.7568,3.50107
9.49383,22.5798,3.49966
9.51808,22.4072,3.68836
9.52007,22.2309,3.68695
9.52206,22.0546,3.68554
9.54633,21.8842,3.87427
9.54834,21.7084,3.87287
9.55036,21.5327,3.87146
9.54128,21.3532,3.77499
9.54332,21.1772,3.77358
9.55649,21.0056,3.86725
9.58078,20.8391,4.05601
9.58285,20.664,4.05461
9.58493,20.4889,4.05322
9.56481,20.3031,3.86165
9.66362,28.9164,4.0315
9.68704,28.7254,4.22002
9.69951,28.5428,4.31358
9.71199,28.3607,4.40714
9.72448,28.1792,4.50072
9.73697,27.9982,4.59429
9.74948,27.8178,4.68787
9.76199,27.6379,4.78145
9.74167,27.4757,4.59008
9.73232,27.3069,4.49368
9.69016,27.1532,4.1123
9.65897,26.9924,3.8259
9.62781,26.8299,3.53948
9.57482,26.6745,3.06305
9.53279,26.5124,2.6816
9.50878,25.6227,2.38933
9.5215,25.4399,2.4829
9.54513,25.2554,2.67148
9.53604,25.0778,2.57502
9.58564,23.4614,2.84716
9.67464,23.2889,3.60606
9.69832,23.1143,3.79474
9.6785,22.9355,3.60323
9.68045,22.7588,3.60182
9.68241,22.5822,3.6004
9.68439,22.4055,3.59899
9.68637,22.2289,3.59758
9.68837,22.0523,3.59616
9.70123,21.8787,3.68981
9.7141,21.7056,3.78347
9.72697,21.5331,3.87712
9.71815,21.3536,3.78066
9.7202,21.1776,3.77925
9.72225,21.0016,3.77785
9.74599,20.8349,3.96658
9.73723,20.6546,3.87011
9.75014,20.4841,3.96378
9.73057,20.298,3.77223
9.88281,28.8858,4.41701
9.90568,28.6958,4.60553
9.91787,28.5143,4.69909
9.94076,28.3262,4.88762
9.95296,28.146,4.98119
9.94381,27.9795,4.88482
9.94535,27.8061,4.88342
9.93624,27.6387,4.78704
9.92713,27.4708,4.69066
9.90738,27.3077,4.49929
9.86631,27.154,4.11794
9.83594,26.9931,3.83157
9.8056,26.8307,3.54518
9.75396,26.6753,3.06879
9.71302,26.5131,2.68738
9.67212,26.3488,2.30595
9.68805,25.8038,2.39659
9.75371,25.607,2.96517
9.78742,25.4208,3.24875
9.79984,25.2407,3.34233
9.76973,25.0688,3.05587
9.729,24.8969,2.67438
9.80968,23.2862,3.23162
9.86465,23.1138,3.70537
9.85598,22.936,3.60892
9.85793,22.7593,3.60751
9.84929,22.5807,3.51105
9.86186,22.406,3.60468
9.85324,22.2269,3.50822
9.85524,22.05,3.50681
9.85725,21.8731,3.50539
9.86985,21.6995,3.59903
9.86129,21.5195,3.50256
9.86333,21.3426,3.50115
9.86538,21.1658,3.49974
9.88858,20.9977,3.68845
9.90121,20.826,3.78211
9.91385,20.655,3.87577
9.91592,20.4793,3.87437
9.8969,20.2929,3.68282
10.0894,28.863,4.7075
10.1118,28.6738,4.896
10.1237,28.4931,4.98956
10.1356,28.3129,5.08313
10.1371,28.1401,5.08173
10.1282,27.9738,4.98537
10.109,27.8132,4.79403
10.0689,27.6635,4.41275
10.0497,27.5002,4.2214
10.0409,27.3303,4.12501
10.0529,27.1496,4.21857
10.0233,26.989,3.93222
9.99381,26.8268,3.64586
9.94353,26.6717,3.16953
9.92445,26.5016,2.97811
9.88463,26.3381,2.59672
9.87599,26.1617,2.50029
9.86736,25.9849,2.40385
9.93139,25.7864,2.97236
10.0058,25.5885,3.63589
10.0283,25.4067,3.82447
10.0404,25.2282,3.91805
9.99036,25.0618,3.44162
9.95071,24.891,3.06018
9.9111,24.718,2.67871
9.9026,24.5396,2.58226
9.96762,23.2852,3.0473
10.0419,23.1142,3.71105
10.0542,22.9391,3.80467
10.0664,22.7646,3.89829
10.058,22.5868,3.80185
10.0703,22.4129,3.89548
10.062,22.2346,3.79903
10.0433,22.0531,3.60754
10.0247,21.8706,3.41605
10.037,21.6967,3.50967
10.0391,21.5198,3.50826
10.0411,21.343,3.50685
10.0431,21.1662,3.50544
10.0452,20.9894,3.50402
10.0576,20.8172,3.59767
10.0596,20.6407,3.59626
10.0617,20.4643,3.59485
10.0535,20.2825,3.49838
10.2843,28.8481,4.90299
10.2959,28.6671,4.99654
10.3076,28.4866,5.09009
10.3091,28.3138,5.08869
10.3005,28.1477,4.99234
10.2817,27.9877,4.80102
10.2529,27.8328,4.51475
10.2038,27.6882,4.03853
10.2054,27.5124,4.03711
10.2171,27.3311,4.13066
10.2187,27.1555,4.12924
10.2001,26.9898,3.93789
10.1815,26.8229,3.74652
10.1629,26.655,3.55515
10.1747,26.4737,3.6487
10.1663,26.3006,3.5523
10.1781,26.1199,3.64585
10.1495,25.9528,3.35948
10.1614,25.7721,3.45304
10.2238,25.5782,4.02154
10.2356,25.4,4.11511
10.2475,25.2223,4.20869
10.1988,25.0566,3.73231
10.1602,24.8866,3.35091
10.1217,24.7145,2.96949
10.0932,24.5391,2.68305
10.0649,24.362,2.39661
10.1166,23.2833,2.768
10.2091,23.1137,3.62172
10.2312,22.9396,3.81034
10.2633,22.7683,4.094
10.2551,22.5911,3.99757
10.2671,22.4176,4.09119
10.249,22.2375,3.89973
10.251,22.0616,3.89833
10.2229,21.8769,3.61182
10.2249,21.7003,3.61041
10.2068,21.5167,3.41892
10.1888,21.3321,3.22743
10.1908,21.1545,3.22601
10.2029,20.9812,3.31964
10.215,20.8084,3.41326
10.2171,20.6314,3.41185
10.2192,20.4544,3.41044
10.2113,20.272,3.31397
10.4781,28.8332,5.09845
10.4796,28.6604,5.09705
10.4811,28.4875,5.09565
10.4629,28.3288,4.90437
10.4447,28.169,4.71307
10.4166,28.0147,4.42682
10.3984,27.8524,4.23551
10.3606,27.7011,3.85429
10.3523,27.5304,3.75791
10.3736,27.3428,3.9464
10.3654,27.1718,3.85002
10.3769,26.9905,3.94356
10.3982,26.8051,4.13207
10.4393,26.6121,4.51051
10.4508,26.4335,4.60408
10.4623,26.2555,4.69764
10.4541,26.0851,4.60127
10.4263,25.9207,4.31494
10.3985,25.7547,4.02861
10.4101,25.5762,4.12217
10.4217,25.3982,4.21574
10.4234,25.2229,4.21433
10.3859,25.0553,3.83299
10.3386,24.8873,3.35663
10.3012,24.7151,2.97525
10.2834,24.5386,2.78383
10.2656,24.361,2.5924
10.2868,23.283,2.67875
10.3769,23.1131,3.5324
10.4278,22.9428,4.00604
10.4493,22.7703,4.19466
10.461,22.5971,4.28827
10.4629,22.4223,4.28687
10.4551,22.2452,4.19045
10.4375,22.0648,3.99901
10.4199,21.8833,3.80756
10.4024,21.7008,3.6161
10.3947,21.5207,3.51966
10.3577,21.3287,3.13813
10.35,21.1468,3.04167
10.3423,20.9643,2.94521
10.3541,20.7905,3.03882
10.3659,20.6172,3.13244
10.3778,20.4445,3.22606
10.3993,20.2777,3.41473
10.6517,28.8341,5.10402
10.6628,28.6536,5.19755
10.6547,28.4884,5.10122
10.6178,28.3438,4.72008
10.5617,28.2107,4.14905
10.5345,28.0547,3.86282
10.5553,27.8658,4.05128
10.5473,27.6959,3.95491
10.5393,27.5255,3.85855
10.5601,27.3381,4.04702
10.5808,27.1519,4.2355
10.592,26.9717,4.32904
10.632,26.7781,4.70744
10.6815,26.5823,5.18083
